3,1
3,2
3,3
3,4
3,5
3,6
3,7
3,8
3,9
3,10
3,11
3,12
3,13
3,14
3,15
3,16
3,17
3,18
3,19
3,20
3,21
3,22
3,23
3,24
3,25
3,26
3,27
3,28
3,29
3,30
3,31
3,32
3,33
3,34
3,35
3,36
3,37
3,38
3,39
3,40
3,41
3,42
3,43
3,44
3,45
3,46
3,47
3,48
3,49
3,50
3,51
3,52
3,53
3,54
4,1
4,2
4,3
4,4
4,5
4,6
4,7
4,8
4,9
4,10
4,11
4,12
4,13
4,14
4,15
4,16
4,17
4,18
4,19
4,20
4,21
4,22
4,23
4,24
4,25
4,26
4,27
4,28
4,29
4,30
4,31
4,32
4,33
4,34
4,35
4,36
4,37
4,38
4,39
4,40
4,41
4,42
4,43
4,44
4,45
4,46
4,47
4,48
4,49
4,50
4,51
4,52
4,53
4,54
5,16
5,18
5,19
5,20
5,22
5,39
5,42
5,53
5,32
5,43
5,27
5,24
5,28
5,47
5,48
6,4
6,23
6,34
6,9
6,37
6,41
6,40
6,49
6,38
7,30
7,36
7,45
7,46
7,54
7,50
7,52
7,33
8,9
8,10
9,6
9,7
9,8
10,12
10,13
10,14
11,1
11,2
11,3
11,4
11,5
11,6
11,7
11,8
11,9
11,10
11,11
11,12
11,13
11,14
11,15
11,16
11,17
11,18
11,19
11,20
11,21
11,22
11,23
11,24
11,25
11,26
11,27
11,28
11,29
11,30
11,31
11,32
11,33
11,34
11,35
11,36
11,37
11,38
11,39
11,40
11,41
11,42
11,43
11,44
11,45
11,46
11,47
11,48
11,49
11,50
11,51
11,52
11,53
11,54
12,1
12,2
12,3
12,4
12,5
12,6
12,7
12,8
12,9
12,10
12,11
12,12
12,13
12,14
12,15
12,16
12,17
12,18
12,19
12,20
12,21
12,22
12,23
12,24
12,25
12,26
12,27
12,28
12,29
12,30
12,31
12,32
12,33
12,34
12,35
12,36
12,37
12,38
12,39
12,40
12,41
12,42
12,43
12,44
12,45
12,46
12,47
12,48
12,49
12,50
12,51
12,52
12,53
12,54
13,1
14,1
14,2
14,3
14,4
14,5
14,6
15,12
15,13
15,14
16,32
16,39
16,33
16,44
16,54
16,30
17,20
17,19
17,28
17,52
17,49
17,17
18,42
18,27
18,53
18,36
18,40
18,22
19,34
19,23
19,45
19,26
19,47
19,21
20,18
20,41
20,35
20,24
20,46
20,16
20,25
20,43
21,12
21,13
21,14
22,30
22,39
22,33
22,52
22,51
22,22
22,27
22,31
23,17
23,19
23,28
23,29
23,40
23,20
23,53
23,50
23,48
23,37
24,42
24,23
24,25
24,36
24,47
24,32
24,41
24,35
24,43
24,46
25,21
25,38
25,24
25,49
25,16
25,45
26,12
26,13
26,14
27,34
27,19
27,53
27,50
27,51
27,20
27,27
27,31
28,17
28,39
28,28
28,29
28,40
28,18
28,33
28,44
28,54
28,22
29,21
29,41
29,45
29,26
29,46
29,16
30,42
30,23
30,38
30,24
30,48
30,30
30,25
30,43
30,49
30,37
31,6
31,7
31,8
32,12
32,13
32,14
33,34
33,19
33,33
33,29
33,40
33,20
34,17
34,27
34,31
34,50
34,47
34,32
35,22
35,39
35,35
35,36
35,54
35,18
35,28
35,52
35,51
35,53
36,42
36,41
36,45
36,43
36,46
36,21
37,12
37,13
37,14
38,1
38,2
38,3
38,4
38,5
38,6
38,7
38,8
38,9
38,10
38,11
38,12
38,13
38,14
38,15
38,16
38,17
38,18
38,19
38,20
38,21
38,22
38,23
38,24
38,25
38,26
38,27
38,28
38,29
38,30
38,31
38,32
38,33
38,34
38,35
38,36
38,37
38,38
38,39
38,40
38,41
38,42
38,43
38,44
38,45
38,46
38,47
38,48
38,49
38,50
38,51
38,52
38,53
38,54
39,17
39,19
39,53
39,44
39,49
39,37
39,41
39,25
39,24
39,46
39,34
39,23
39,28
39,43
39,48
39,18
39,39
39,33
39,29
39,47
39,22
39,27
39,35
39,52
39,51
39,32
39,38
39,26
39,54
39,42
39,45
39,36
39,40
39,30
39,31
39,50
39,16
39,20
40,1
40,2
40,3
40,4
40,5
40,6
40,7
40,8
40,9
40,10
40,11
40,12
40,13
40,14
40,15
40,16
40,17
40,18
40,19
40,20
40,21
40,22
40,23
40,24
40,25
40,26
40,27
40,28
40,29
40,30
40,31
40,32
40,33
40,34
40,35
40,36
40,37
40,38
40,39
40,40
40,41
40,42
40,43
40,44
40,45
40,46
40,47
40,48
40,49
40,50
40,51
40,52
40,53
40,54
41,1
42,12
42,13
42,14
43,17
43,27
43,33
43,29
43,49
43,37
43,41
43,28
44,21
44,19
44,31
44,26
44,54
44,34
44,23
44,35
45,22
45,39
45,25
45,52
45,40
45,18
45,45
45,50
46,42
46,38
46,44
46,47
46,30
46,53
46,43
46,48
47,12
47,13
47,14
48,1
49,1
49,2
49,3
49,4
49,5
49,6
49,7
49,8
49,9
49,10
49,11
49,12
49,13
49,14
49,15
49,16
49,17
49,18
49,19
49,20
49,21
49,22
49,23
49,24
49,25
49,26
49,27
49,28
49,29
49,30
49,31
49,32
49,33
49,34
49,35
49,36
49,37
49,38
49,39
49,40
49,41
49,42
49,43
49,44
49,45
49,46
49,47
49,48
49,49
49,50
49,51
49,52
49,53
49,54
50,30
50,23
50,33
50,52
50,40
50,37
51,18
51,27
51,53
51,43
51,51
51,21
52,42
52,41
53,1
54,1
54,2
54,3
54,4
54,5
54,6
54,7
54,8
54,9
54,10
54,11
54,12
